HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id,Input.tweet,Answer.sentiment,Answer.subphrases,Answer.tweet_id,Answer.tweet_text,Approve,Reject
2TATMOFXRDS83EO4WCEXTFM188XVSB,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:03 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:03 GMT 2014,,,2V33L0FBJ9ISWL19PDMEFRPRHYDZNH,A19J8QB6W7Z8BF,Approved,Wed Jan 15 15:09:32 GMT 2014,Wed Jan 15 15:09:53 GMT 2014,Thu Jan 16 07:09:53 PST 2014,Wed Jan 15 07:13:14 PST 2014,,,21,100% (100/100),100% (100/100),100% (100/100),2360953,"Some kids on Xbox really need a reality check, one that looks like some phone numbers",negative,nnnnnnnnneeeeeee,2360953,"Some kids on Xbox really need a reality check, one that looks like some phone numbers",,
2TATMOFXRDS83EO4WCEXTFM188XVSB,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:03 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:03 GMT 2014,,,224GW40SPW1M8O46WPVJDNABLNXD0Q,AS809NPDW8VZ0,Approved,Wed Jan 15 16:27:05 GMT 2014,Wed Jan 15 16:27:49 GMT 2014,Thu Jan 16 08:27:49 PST 2014,Wed Jan 15 08:50:24 PST 2014,,,44,100% (79/79),100% (79/79),100% (79/79),2360953,"Some kids on Xbox really need a reality check, one that looks like some phone numbers",neutral,aaaannnnnaaaaaaa,2360953,"Some kids on Xbox really need a reality check, one that looks like some phone numbers",,
2TATMOFXRDS83EO4WCEXTFM188XVSB,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:03 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:03 GMT 2014,,,2RQW2GTP9RABD7JCZ50Y2OF7FV7UPR,A1627B33VS26L,Approved,Wed Jan 15 17:05:13 GMT 2014,Wed Jan 15 17:05:37 GMT 2014,Thu Jan 16 09:05:37 PST 2014,Wed Jan 15 09:15:46 PST 2014,,,24,100% (11/11),100% (11/11),100% (11/11),2360953,"Some kids on Xbox really need a reality check, one that looks like some phone numbers",neutral,aaaaaaaaaaaaaaaa,2360953,"Some kids on Xbox really need a reality check, one that looks like some phone numbers",,
2TATMOFXRDS83EO4WCEXTFM188XVSB,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:03 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:03 GMT 2014,,,244F806UFBNJDX3KJEU9FSW62SJ1FS,A111JI6APXR6QV,Approved,Wed Jan 15 16:37:29 GMT 2014,Wed Jan 15 16:37:39 GMT 2014,Thu Jan 16 08:37:39 PST 2014,Wed Jan 15 09:00:03 PST 2014,,,10,100% (198/198),100% (198/198),100% (148/148),2360953,"Some kids on Xbox really need a reality check, one that looks like some phone numbers",neutral,,2360953,"Some kids on Xbox really need a reality check, one that looks like some phone numbers",,
2NPD1X3V0FK4XQ7SHDSMHPKKGJNELB,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:02 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:02 GMT 2014,,,2IEZ9O9Z6KW8KOXPFGIRVFQ03Z13C7,A19J8QB6W7Z8BF,Approved,Wed Jan 15 15:23:21 GMT 2014,Wed Jan 15 15:23:35 GMT 2014,Thu Jan 16 07:23:35 PST 2014,Wed Jan 15 07:34:42 PST 2014,,,14,100% (100/100),100% (100/100),100% (100/100),126739,So sad my iPad mini was delivered but I'm at work until 8,negative,nnpppppnnnnnn,126739,So sad my iPad mini was delivered but I'm at work until 8,,
2NPD1X3V0FK4XQ7SHDSMHPKKGJNELB,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:02 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:02 GMT 2014,,,20O618N46UXJXFRVVB5TXDSN8W1PRG,A28J1LB917TFDQ,Approved,Wed Jan 15 16:48:28 GMT 2014,Wed Jan 15 16:49:10 GMT 2014,Thu Jan 16 08:49:10 PST 2014,Wed Jan 15 08:50:41 PST 2014,,,42,43% (6/14),43% (6/14),43% (6/14),126739,So sad my iPad mini was delivered but I'm at work until 8,negative,nnaaappannnnn,126739,So sad my iPad mini was delivered but I'm at work until 8,,
2NPD1X3V0FK4XQ7SHDSMHPKKGJNELB,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:02 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:02 GMT 2014,,,240Y1THV8ERDJAGDIHDZ2M5KUT71OB,A2AV104XONLIK2,Approved,Wed Jan 15 15:23:11 GMT 2014,Wed Jan 15 15:24:47 GMT 2014,Thu Jan 16 07:24:47 PST 2014,Wed Jan 15 07:36:55 PST 2014,,,96,100% (1/1),100% (1/1),100% (1/1),126739,So sad my iPad mini was delivered but I'm at work until 8,negative,a,126739,So sad my iPad mini was delivered but I'm at work until 8,,
2NPD1X3V0FK4XQ7SHDSMHPKKGJNELB,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:02 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:02 GMT 2014,,,2ZYAUC26DG6BY3KTTZ6KACOKHVVC59,A111JI6APXR6QV,Approved,Wed Jan 15 16:30:10 GMT 2014,Wed Jan 15 16:30:16 GMT 2014,Thu Jan 16 08:30:16 PST 2014,Wed Jan 15 09:00:04 PST 2014,,,6,100% (198/198),100% (198/198),100% (148/148),126739,So sad my iPad mini was delivered but I'm at work until 8,negative,,126739,So sad my iPad mini was delivered but I'm at work until 8,,
27IJG5TYMNC0JDRZD8JS2HX18HJIMP,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:04 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:04 GMT 2014,,,214JK63ZVE3LC27KG9H9TL5RIRFZAY,A19J8QB6W7Z8BF,Approved,Wed Jan 15 15:21:19 GMT 2014,Wed Jan 15 15:21:31 GMT 2014,Thu Jan 16 07:21:31 PST 2014,Wed Jan 15 07:34:42 PST 2014,,,12,100% (100/100),100% (100/100),100% (100/100),3394948,SO glad my mom doesn't have an iPhone,positive,ppeeeeee,3394948,SO glad my mom doesn't have an iPhone,,
27IJG5TYMNC0JDRZD8JS2HX18HJIMP,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:04 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:04 GMT 2014,,,2418JHSTLB3PLHY97HFBTEJRT7USG0,AS809NPDW8VZ0,Approved,Wed Jan 15 16:19:06 GMT 2014,Wed Jan 15 16:19:24 GMT 2014,Thu Jan 16 08:19:24 PST 2014,Wed Jan 15 08:23:14 PST 2014,,,18,100% (79/79),100% (79/79),100% (79/79),3394948,SO glad my mom doesn't have an iPhone,neutral,ppaannnn,3394948,SO glad my mom doesn't have an iPhone,,
27IJG5TYMNC0JDRZD8JS2HX18HJIMP,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:04 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:04 GMT 2014,,,2Z5OBDDP8PJ05W036WDBDQ39ECS4F7,A2HR7ZIX42FEPG,Approved,Wed Jan 15 16:07:07 GMT 2014,Wed Jan 15 16:07:18 GMT 2014,Thu Jan 16 08:07:18 PST 2014,Wed Jan 15 08:09:13 PST 2014,,,11,100% (59/59),100% (59/59),100% (59/59),3394948,SO glad my mom doesn't have an iPhone,neutral,eeeeeeea,3394948,SO glad my mom doesn't have an iPhone,,
27IJG5TYMNC0JDRZD8JS2HX18HJIMP,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:04 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:04 GMT 2014,,,224M6IAA2SEMFWHQYNHKUA4IX4QMMS,A111JI6APXR6QV,Approved,Wed Jan 15 16:38:40 GMT 2014,Wed Jan 15 16:38:53 GMT 2014,Thu Jan 16 08:38:53 PST 2014,Wed Jan 15 09:00:03 PST 2014,,,13,100% (198/198),100% (198/198),100% (148/148),3394948,SO glad my mom doesn't have an iPhone,negative,,3394948,SO glad my mom doesn't have an iPhone,,
2GOKW4ZMAZHLCT85OZFNXVRH8ID9II,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:01 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:01 GMT 2014,,,2QB2D21O3W51226FNR92UYEP043F9B,A19J8QB6W7Z8BF,Approved,Wed Jan 15 15:01:27 GMT 2014,Wed Jan 15 15:02:23 GMT 2014,Thu Jan 16 07:02:23 PST 2014,Wed Jan 15 07:05:37 PST 2014,,,56,100% (100/100),100% (100/100),100% (100/100),5153452,"So furious, I could kill. A job that should be taking me 15 mins (updating my accounts), no taking a bloody hour. Apple wankers.",negative,nnnnneeeeeeeeeeeennnnnnn,5153452,"So furious, I could kill. A job that should be taking me 15 mins (updating my accounts), no taking a bloody hour. Apple wankers.",,
2GOKW4ZMAZHLCT85OZFNXVRH8ID9II,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:01 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:01 GMT 2014,,,2YMQIHPCGJ2HN3BTU4OHAJPP7UK28T,AS809NPDW8VZ0,Approved,Wed Jan 15 16:26:43 GMT 2014,Wed Jan 15 16:27:31 GMT 2014,Thu Jan 16 08:27:31 PST 2014,Wed Jan 15 08:50:24 PST 2014,,,48,100% (79/79),100% (79/79),100% (79/79),5153452,"So furious, I could kill. A job that should be taking me 15 mins (updating my accounts), no taking a bloody hour. Apple wankers.",negative,nnnnnaannnnnnnnnnnnnnnnn,5153452,"So furious, I could kill. A job that should be taking me 15 mins (updating my accounts), no taking a bloody hour. Apple wankers.",,
2GOKW4ZMAZHLCT85OZFNXVRH8ID9II,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:01 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:01 GMT 2014,,,24MU00OQKKA83KFYQ1L2G80EBCZXXC,A1C2LRGS40747I,Approved,Wed Jan 15 17:32:19 GMT 2014,Wed Jan 15 17:32:44 GMT 2014,Thu Jan 16 09:32:44 PST 2014,Wed Jan 15 09:36:47 PST 2014,,,25,100% (60/60),100% (60/60),100% (60/60),5153452,"So furious, I could kill. A job that should be taking me 15 mins (updating my accounts), no taking a bloody hour. Apple wankers.",negative,aaaaaaaaaaaaaaaaaannnnan,5153452,"So furious, I could kill. A job that should be taking me 15 mins (updating my accounts), no taking a bloody hour. Apple wankers.",,
2GOKW4ZMAZHLCT85OZFNXVRH8ID9II,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:01 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:01 GMT 2014,,,2RX7DZKPFE4I1F43K1WLII9NE8OF5O,A111JI6APXR6QV,Approved,Wed Jan 15 16:38:19 GMT 2014,Wed Jan 15 16:38:31 GMT 2014,Thu Jan 16 08:38:31 PST 2014,Wed Jan 15 09:00:03 PST 2014,,,12,100% (198/198),100% (198/198),100% (148/148),5153452,"So furious, I could kill. A job that should be taking me 15 mins (updating my accounts), no taking a bloody hour. Apple wankers.",negative,,5153452,"So furious, I could kill. A job that should be taking me 15 mins (updating my accounts), no taking a bloody hour. Apple wankers.",,
2BQY1THV8ERDJAGDIHDZ2M5KMFNO1I,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:00 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:00 GMT 2014,,,28SLWSBRI8IYW4LK77AH2TLBIXF2EP,A19J8QB6W7Z8BF,Approved,Wed Jan 15 15:34:37 GMT 2014,Wed Jan 15 15:34:59 GMT 2014,Thu Jan 16 07:34:59 PST 2014,Wed Jan 15 07:37:03 PST 2014,,,22,100% (100/100),100% (100/100),100% (100/100),871167,So first youtube time links in the comments don't work anymore and then time is not displayed at all... Is it just me or google made a mess?,negative,nnnnnnnnnnneennnnnneeeeennnn,871167,So first youtube time links in the comments don't work anymore and then time is not displayed at all... Is it just me or google made a mess?,,
2BQY1THV8ERDJAGDIHDZ2M5KMFNO1I,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:00 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:00 GMT 2014,,,2SL3HVWAVKIANP6G00Y2999QWI0OG8,A13I8GYETPZSZW,Approved,Wed Jan 15 18:06:21 GMT 2014,Wed Jan 15 18:06:50 GMT 2014,Thu Jan 16 10:06:50 PST 2014,Thu Jan 16 01:06:27 PST 2014,,,29,100% (20/20),100% (20/20),100% (20/20),871167,So first youtube time links in the comments don't work anymore and then time is not displayed at all... Is it just me or google made a mess?,neutral,eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,871167,So first youtube time links in the comments don't work anymore and then time is not displayed at all... Is it just me or google made a mess?,,
2BQY1THV8ERDJAGDIHDZ2M5KMFNO1I,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:00 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:00 GMT 2014,,,2RGVR14IXKO66BP7CBNAGX3Y3OS9AU,A1C2LRGS40747I,Approved,Wed Jan 15 16:11:35 GMT 2014,Wed Jan 15 16:12:29 GMT 2014,Thu Jan 16 08:12:29 PST 2014,Wed Jan 15 08:15:33 PST 2014,,,54,100% (60/60),100% (60/60),100% (60/60),871167,So first youtube time links in the comments don't work anymore and then time is not displayed at all... Is it just me or google made a mess?,neutral,aaaaaaaaaaaaaaaaaaaeeeeeeeee,871167,So first youtube time links in the comments don't work anymore and then time is not displayed at all... Is it just me or google made a mess?,,
2BQY1THV8ERDJAGDIHDZ2M5KMFNO1I,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:00 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:00 GMT 2014,,,2EYUXFCD45XGZVA3QMKKSN3TV1HVXX,A111JI6APXR6QV,Approved,Wed Jan 15 14:53:22 GMT 2014,Wed Jan 15 14:53:36 GMT 2014,Thu Jan 16 06:53:36 PST 2014,Wed Jan 15 06:54:53 PST 2014,,,14,100% (198/198),100% (198/198),100% (148/148),871167,So first youtube time links in the comments don't work anymore and then time is not displayed at all... Is it just me or google made a mess?,negative,,871167,So first youtube time links in the comments don't work anymore and then time is not displayed at all... Is it just me or google made a mess?,,
2C2CJ011K27849WAOVX1IN461VBCAY,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:04 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:04 GMT 2014,,,2CFJKM05BMJXFJLM0FKPJRA77HBIDN,AS809NPDW8VZ0,Approved,Wed Jan 15 15:37:33 GMT 2014,Wed Jan 15 15:43:47 GMT 2014,Thu Jan 16 07:43:47 PST 2014,Wed Jan 15 07:49:54 PST 2014,,,374,100% (79/79),100% (79/79),100% (79/79),631887,Really really don't wanna get BBM on my iPhone but I just remembered you can PING!!! everyone on it slightly tempted now,negative,llnnllllllllllllllllll,631887,Really really don't wanna get BBM on my iPhone but I just remembered you can PING!!! everyone on it slightly tempted now,,
2C2CJ011K27849WAOVX1IN461VBCAY,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:04 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:04 GMT 2014,,,2CFJKM05BMJXFJLM0FKPJRA77HBIDN,AS809NPDW8VZ0,Approved,Wed Jan 15 15:37:33 GMT 2014,Wed Jan 15 15:43:47 GMT 2014,Thu Jan 16 07:43:47 PST 2014,Wed Jan 15 07:49:54 PST 2014,,,374,100% (79/79),100% (79/79),100% (79/79),631887,Really really don't wanna get BBM on my iPhone but I just remembered you can PING!!! everyone on it slightly tempted now,negative,nnnnnnnnnaaaaaaaaaaaaa,631887,Really really don't wanna get BBM on my iPhone but I just remembered you can PING!!! everyone on it slightly tempted now,,
2C2CJ011K27849WAOVX1IN461VBCAY,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:04 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:04 GMT 2014,,,2QXR98D8J3VISYFIRMPCQ3MCZKNGW0,A19J8QB6W7Z8BF,Approved,Wed Jan 15 14:55:33 GMT 2014,Wed Jan 15 14:56:15 GMT 2014,Thu Jan 16 06:56:15 PST 2014,Wed Jan 15 06:58:54 PST 2014,,,42,100% (100/100),100% (100/100),100% (100/100),631887,Really really don't wanna get BBM on my iPhone but I just remembered you can PING!!! everyone on it slightly tempted now,negative,nnnnnniinipppppppppeee,631887,Really really don't wanna get BBM on my iPhone but I just remembered you can PING!!! everyone on it slightly tempted now,,
2C2CJ011K27849WAOVX1IN461VBCAY,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:04 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:04 GMT 2014,,,2R8YQ4J3NABAWH95DNPYST1TYRTQDZ,A3DUIJY8CE2KGI,Approved,Wed Jan 15 16:29:16 GMT 2014,Wed Jan 15 16:34:13 GMT 2014,Thu Jan 16 08:34:13 PST 2014,Wed Jan 15 08:50:25 PST 2014,,,297,100% (1/1),100% (1/1),100% (1/1),631887,Really really don't wanna get BBM on my iPhone but I just remembered you can PING!!! everyone on it slightly tempted now,negative,don't,631887,Really really don't wanna get BBM on my iPhone but I just remembered you can PING!!! everyone on it slightly tempted now,,
24UWYB49F9SWDJKRZIFN2T5HCD3QUS,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:05 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:05 GMT 2014,,,2WU5L8I9NZWA2GMWMDVQ67T8LL6UKV,A13I8GYETPZSZW,Approved,Wed Jan 15 18:07:20 GMT 2014,Wed Jan 15 18:07:34 GMT 2014,Thu Jan 16 10:07:34 PST 2014,Thu Jan 16 01:06:28 PST 2014,,,14,100% (20/20),100% (20/20),100% (20/20),408651,"Posted a status on Facebook saying I was in a relationship, only gone and got myself 20 likes mate :O",positive,ppppppppppppppppppppppppppp,408651,"Posted a status on Facebook saying I was in a relationship, only gone and got myself 20 likes mate :O",,
24UWYB49F9SWDJKRZIFN2T5HCD3QUS,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:05 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:05 GMT 2014,,,2QKNTL0XULRK8VY91LDD75FPMZK2OS,A19J8QB6W7Z8BF,Approved,Wed Jan 15 15:08:46 GMT 2014,Wed Jan 15 15:09:19 GMT 2014,Thu Jan 16 07:09:19 PST 2014,Wed Jan 15 07:13:13 PST 2014,,,33,100% (100/100),100% (100/100),100% (100/100),408651,"Posted a status on Facebook saying I was in a relationship, only gone and got myself 20 likes mate :O",positive,eeeeeeeeeeeppppppppp,408651,"Posted a status on Facebook saying I was in a relationship, only gone and got myself 20 likes mate :O",,
24UWYB49F9SWDJKRZIFN2T5HCD3QUS,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:05 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:05 GMT 2014,,,2SDKH1Q6SVQC2AVCOTXLFOBVRUKL2Z,A1627B33VS26L,Approved,Wed Jan 15 16:51:19 GMT 2014,Wed Jan 15 16:55:23 GMT 2014,Thu Jan 16 08:55:23 PST 2014,Wed Jan 15 08:56:12 PST 2014,,,244,100% (11/11),100% (11/11),100% (11/11),408651,"Posted a status on Facebook saying I was in a relationship, only gone and got myself 20 likes mate :O",negative,aaaaaaaaaaanaaaaaaaa,408651,"Posted a status on Facebook saying I was in a relationship, only gone and got myself 20 likes mate :O",,
24UWYB49F9SWDJKRZIFN2T5HCD3QUS,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:05 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:05 GMT 2014,,,254NHMVHVKCNL3OA06VJH9KQBII352,AS809NPDW8VZ0,Approved,Wed Jan 15 16:20:27 GMT 2014,Wed Jan 15 16:22:23 GMT 2014,Thu Jan 16 08:22:23 PST 2014,Wed Jan 15 08:26:17 PST 2014,,,116,100% (79/79),100% (79/79),100% (79/79),408651,"Posted a status on Facebook saying I was in a relationship, only gone and got myself 20 likes mate :O",neutral,aaaaaaaaaaaaaappppp,408651,"Posted a status on Facebook saying I was in a relationship, only gone and got myself 20 likes mate :O",,
2HUOK2JE1M7T5MWBPVXO9AC0BJUVOE,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:00 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:00 GMT 2014,,,2BHC6SK9RJ89915PCGDAKPMO32L4SP,A2HR7ZIX42FEPG,Approved,Wed Jan 15 15:46:55 GMT 2014,Wed Jan 15 15:47:13 GMT 2014,Thu Jan 16 07:47:13 PST 2014,Wed Jan 15 07:49:53 PST 2014,,,18,100% (59/59),100% (59/59),100% (59/59),915516,People that actually take the time to Tumblr must have no lives. Lol no on cares about some fake pictures?,negative,nnnnnnnnnnnnnnnnnnnnn,915516,People that actually take the time to Tumblr must have no lives. Lol no on cares about some fake pictures?,,
2HUOK2JE1M7T5MWBPVXO9AC0BJUVOE,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:00 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:00 GMT 2014,,,2YC2JE1M7PKOUNEM4NQAM04LE92QXY,A19J8QB6W7Z8BF,Approved,Wed Jan 15 14:56:35 GMT 2014,Wed Jan 15 14:57:18 GMT 2014,Thu Jan 16 06:57:18 PST 2014,Wed Jan 15 07:05:38 PST 2014,,,43,100% (100/100),100% (100/100),100% (100/100),915516,People that actually take the time to Tumblr must have no lives. Lol no on cares about some fake pictures?,negative,nnnnnnnnnnnnnnnnnnnn,915516,People that actually take the time to Tumblr must have no lives. Lol no on cares about some fake pictures?,,
2HUOK2JE1M7T5MWBPVXO9AC0BJUVOE,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:00 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:00 GMT 2014,,,28U4E6AUBXH0DJU5J80VLZWD6XE1XI,AS809NPDW8VZ0,Approved,Wed Jan 15 16:08:23 GMT 2014,Wed Jan 15 16:08:55 GMT 2014,Thu Jan 16 08:08:55 PST 2014,Wed Jan 15 08:09:25 PST 2014,,,32,100% (79/79),100% (79/79),100% (79/79),915516,People that actually take the time to Tumblr must have no lives. Lol no on cares about some fake pictures?,negative,aaaaaaaannnnnnnnnnnn,915516,People that actually take the time to Tumblr must have no lives. Lol no on cares about some fake pictures?,,
